Drug,Target
594,308
594,565
594,649
594,727
594,786
594,1173
594,1257
594,1259
594,1453
594,1485
596,506
596,611
597,1
597,19
597,32
597,93
597,116
597,134
597,148
597,153
597,182
597,187
597,191
597,194
597,196
597,209
597,222
597,238
597,252
597,282
597,296
597,322
597,356
597,363
597,373
597,376
597,377
597,380
597,405
597,432
597,435
597,476
597,491
597,525
597,533
597,559
597,596
597,653
597,654
597,669
597,670
597,675
597,693
597,702
597,704
597,706
597,719
597,726
597,773
597,774
597,776
597,781
597,826
597,838
597,849
597,862
597,868
597,887
597,895
597,897
597,898
597,910
597,915
597,921
597,922
597,923
597,943
597,950
597,951
597,952
597,962
597,987
597,1004
597,1006
597,1007
597,1023
597,1041
597,1076
597,1081
597,1088
597,1093
597,1103
597,1104
597,1106
597,1115
597,1126
597,1134
597,1138
597,1140
597,1146
597,1156
597,1175
597,1182
597,1217
597,1220
597,1225
597,1233
597,1238
597,1244
597,1248
597,1264
597,1290
597,1302
597,1324
597,1327
597,1341
597,1349
597,1395
597,1405
597,1417
597,1426
597,1446
597,1449
597,1457
597,1462
597,1498
597,1544
597,1545
597,1546
597,1548
598,456
598,504
598,1534
598,1536
599,0
599,36
599,38
599,154
599,155
599,162
599,184
599,185
599,216
599,269
599,406
599,442
599,445
599,449
599,505
599,506
599,519
599,534
599,585
599,617
599,709
599,761
599,789
599,839
599,936
599,948
599,1001
599,1025
599,1048
599,1098
599,1209
600,757
600,1225
600,1270
600,1324
600,1420
600,1439
600,1520
601,541
602,216
602,1034
604,60
604,386
604,421
604,472
604,473
604,519
604,764
604,1051
604,1070
604,1407
604,1409
604,1429
604,1474
604,1504
605,243
605,259
605,339
605,934
605,939
605,1070
605,1291
605,1461
606,442
606,449
606,588
606,859
606,1066
606,1452
606,1461
608,364
608,1461
609,18
609,145
609,151
609,259
609,329
609,332
609,337
609,340
609,366
609,461
609,621
609,684
609,829
609,856
609,883
609,884
609,914
609,944
609,956
609,1051
609,1070
609,1118
609,1234
609,1262
609,1421
609,1427
609,1476
609,1511
609,1518
609,1519
609,1549
610,72
610,269
610,331
610,788
611,1152
611,1514
611,1515
611,1523
612,242
612,249
612,577
612,762
612,838
612,1215
612,1520
613,47
613,782
613,1112
614,79
614,360
614,370
614,813
614,1422
615,178
615,511
615,577
615,769
615,772
615,807
615,854
615,1018
615,1288
615,1461
615,1530
616,339
616,715
616,1133
617,154
617,155
617,162
617,184
617,185
617,269
617,445
617,503
617,506
617,617
617,618
617,665
617,709
617,789
617,839
617,948
617,1001
617,1098
618,155
618,199
618,503
618,505
618,534
618,585
618,886
618,948
618,1051
618,1070
618,1091
618,1154
618,1209
619,184
619,269
619,445
619,506
619,617
619,665
619,709
619,789
619,1048
619,1098
619,1213
619,1324
619,1343
619,1553
622,18
622,329
622,332
622,337
622,340
622,621
622,829
622,944
622,956
622,1118
622,1421
622,1427
622,1511
622,1518
622,1519
623,43
623,199
623,717
623,725
623,727
623,808
623,885
623,886
623,966
623,1020
623,1059
623,1154
623,1197
623,1459
623,1461
623,1512
624,66
624,308
624,468
624,565
624,649
624,686
624,1027
624,1257
624,1259
625,285
625,337
625,522
625,717
625,1059
625,1461
625,1519
627,1
627,19
627,21
627,42
627,46
627,62
627,126
627,134
627,142
627,153
627,177
627,194
627,212
627,225
627,243
627,249
627,295
627,296
627,301
627,313
627,316
627,320
627,348
627,373
627,376
627,396
627,405
627,469
627,478
627,490
627,500
627,509
627,512
627,525
627,531
627,577
627,614
627,654
627,665
627,669
627,670
627,693
627,694
627,702
627,757
627,775
627,794
627,800
627,807
627,826
627,831
627,846
627,847
627,849
627,868
627,887
627,895
627,897
627,898
627,920
627,942
627,957
627,976
627,998
627,1002
627,1008
627,1040
627,1047
627,1052
627,1059
627,1068
627,1072
627,1076
627,1106
627,1126
627,1156
627,1158
627,1178
627,1182
627,1186
627,1190
627,1206
627,1225
627,1233
627,1244
627,1245
627,1248
627,1264
627,1277
627,1318
627,1322
627,1323
627,1324
627,1325
627,1341
627,1377
627,1394
627,1421
627,1439
627,1459
627,1461
627,1482
627,1488
627,1490
627,1491
627,1520
627,1525
627,1552
628,311
628,808
628,1172
629,665
629,717
629,807
629,808
629,1018
629,1020
629,1056
629,1288
629,1459
629,1461
629,1530
630,285
630,336
630,348
630,439
630,454
630,522
630,527
630,577
630,665
630,762
630,807
630,1014
630,1066
630,1192
630,1332
630,1394
630,1461
630,1517
631,28
631,53
631,140
631,178
631,255
631,257
631,264
631,427
631,441
631,450
631,498
631,586
631,595
631,604
631,635
631,656
631,658
631,676
631,685
631,802
631,825
631,837
631,904
631,995
631,1036
631,1051
631,1070
631,1091
631,1164
631,1262
631,1391
631,1455
632,489
632,665
632,808
633,178
633,527
633,665
633,807
633,1014
633,1059
633,1288
634,461
634,709
635,243
635,725
635,807
635,1020
636,36
636,155
636,184
636,445
636,506
636,519
636,534
636,839
637,98
637,498
637,561
637,1101
638,36
638,38
638,154
638,155
638,162
638,184
638,185
638,243
638,269
638,406
638,442
638,445
638,449
638,505
638,506
638,519
638,534
638,585
638,617
638,618
638,789
638,839
638,948
638,1001
638,1025
638,1048
638,1070
638,1098
638,1213
640,285
640,522
640,1066
640,1385
640,1519
641,184
641,412
641,578
641,665
641,920
641,1059
643,1257
643,1259
644,154
644,155
644,162
644,184
644,185
644,243
644,249
644,269
644,285
644,445
644,503
644,505
644,506
644,519
644,534
644,585
644,617
644,618
644,709
644,717
644,729
644,761
644,789
644,807
644,839
644,936
644,948
644,1001
644,1020
644,1059
644,1066
644,1098
644,1153
644,1209
644,1213
644,1324
644,1343
644,1407
644,1459
644,1553
645,269
645,617
645,618
645,1098
646,218
646,368
646,421
646,681
646,717
646,807
646,936
646,1020
646,1056
646,1066
646,1136
646,1213
646,1288
646,1452
646,1459
646,1461
646,1542
646,1553
647,1056
648,6
648,38
648,154
648,155
648,184
648,185
648,249
648,253
648,265
648,269
648,406
648,430
648,440
648,442
648,445
648,503
648,505
648,506
648,519
648,534
648,585
648,607
648,617
648,618
648,665
648,671
648,709
648,789
648,823
648,827
648,839
648,840
648,871
648,874
648,936
648,948
648,958
648,965
648,1001
648,1048
648,1098
648,1201
648,1213
648,1214
648,1254
648,1436
648,1459
648,1553
649,43
649,157
649,199
649,725
649,727
649,885
649,886
649,966
649,1154
649,1197
649,1512
650,98
650,1109
651,61
651,73
651,145
651,243
651,329
651,336
651,337
651,369
651,577
651,717
651,954
651,1059
651,1155
651,1237
651,1435
651,1461
651,1530
652,131
652,309
652,336
652,439
652,577
652,665
652,762
652,807
652,819
652,830
652,843
652,876
652,969
652,971
652,988
652,990
652,1091
652,1159
652,1192
652,1288
652,1469
653,91
653,103
653,210
653,243
653,259
653,348
653,366
653,412
653,492
653,577
653,664
653,684
653,686
653,785
653,807
653,920
653,936
653,1008
653,1020
653,1033
653,1051
653,1070
653,1091
653,1162
653,1192
653,1213
653,1234
653,1262
653,1288
653,1343
653,1394
653,1402
653,1421
653,1461
653,1476
655,254
655,337
655,439
655,461
655,1059
655,1192
655,1262
655,1269
656,61
656,98
656,561
656,1473
657,53
657,267
657,285
657,310
657,522
657,717
657,795
657,861
657,1195
657,1461
658,479
658,1020
658,1056
658,1059
659,665
659,1136
659,1177
660,91
660,305
661,302
661,580
661,1268
663,311
663,354
664,461
664,1070
664,1119
664,1262
664,1326
664,1474
665,412
665,413
665,492
666,243
666,285
666,310
666,348
666,366
666,461
666,522
666,546
666,861
666,1461
667,81
667,717
667,917
667,934
667,961
667,1056
667,1080
667,1279
667,1404
668,9
668,212
668,244
668,285
668,392
668,475
668,504
668,577
668,717
668,743
668,1020
668,1051
668,1056
668,1059
668,1066
668,1086
668,1119
668,1202
668,1385
668,1459
668,1461
668,1474
669,87
669,178
669,261
669,339
669,427
669,474
669,804
669,824
669,1391
669,1444
670,67
670,1000
670,1101
671,1257
672,98
672,311
672,561
672,1473
674,6
674,178
674,236
674,253
674,265
674,378
674,440
674,607
674,671
674,823
674,827
674,840
674,871
674,874
674,958
674,965
674,1020
674,1056
674,1214
674,1254
674,1436
674,1515
674,1530
675,243
675,285
675,461
675,522
675,684
675,717
675,1262
675,1461
676,285
676,433
676,1389
676,1461
677,2
677,16
677,43
677,77
677,145
677,199
677,216
677,224
677,285
677,293
677,294
677,367
677,461
677,498
677,546
677,555
677,695
677,717
677,725
677,727
677,803
677,807
677,808
677,845
677,854
677,885
677,886
677,911
677,966
677,1018
677,1020
677,1056
677,1059
677,1089
677,1154
677,1197
677,1262
677,1389
677,1461
677,1512
677,1530
678,43
678,199
678,216
678,406
678,665
678,725
678,727
678,885
678,886
678,1154
678,1389
678,1407
678,1512
679,468
680,1475
681,6
681,236
681,253
681,265
681,378
681,440
681,607
681,671
681,808
681,823
681,827
681,840
681,871
681,874
681,958
681,965
681,1020
681,1214
681,1254
681,1436
681,1461
681,1515
682,311
682,354
683,354
683,920
683,1022
683,1059
683,1452
683,1530
684,57
684,182
684,244
684,285
684,414
684,439
684,522
684,577
684,766
684,807
684,934
684,1168
684,1202
684,1230
684,1257
684,1259
684,1301
684,1365
685,2
685,119
685,239
685,285
685,294
685,348
685,461
685,522
685,665
685,695
685,707
685,717
685,853
685,854
685,920
685,1056
685,1059
685,1066
685,1459
685,1461
685,1530
686,890
687,91
687,155
687,351
687,412
687,413
687,445
687,492
687,504
687,511
687,541
687,585
687,717
687,729
687,769
687,784
687,839
687,936
687,948
687,1001
687,1098
687,1162
687,1213
687,1402
687,1549
687,1553
688,21
688,42
688,62
688,105
688,111
688,148
688,153
688,194
688,212
688,225
688,243
688,249
688,295
688,296
688,301
688,313
688,316
688,320
688,322
688,376
688,418
688,469
688,478
688,490
688,509
688,531
688,577
688,614
688,641
688,653
688,665
688,669
688,670
688,702
688,717
688,757
688,775
688,794
688,800
688,807
688,849
688,866
688,881
688,887
688,895
688,897
688,898
688,920
688,922
688,942
688,957
688,976
688,980
688,1002
688,1020
688,1040
688,1056
688,1072
688,1081
688,1156
688,1178
688,1186
688,1190
688,1225
688,1233
688,1245
688,1248
688,1265
688,1277
688,1322
688,1324
688,1325
688,1349
688,1377
688,1439
688,1459
688,1488
688,1490
688,1491
688,1520
688,1525
689,281
689,502
689,717
689,819
689,1394
692,461
692,899
693,0
693,185
693,442
693,449
693,588
693,1059
693,1452
694,506
694,1459
695,81
695,917
695,961
695,1404
695,1461
696,511
696,546
696,769
696,772
696,807
696,1056
696,1070
696,1288
696,1459
696,1503
697,461
700,201
700,458
700,1459
701,0
701,155
701,184
701,185
701,442
701,445
701,449
701,503
701,505
701,519
701,534
701,585
701,588
701,665
701,709
701,789
701,839
701,948
701,1001
701,1025
701,1048
701,1051
701,1056
701,1119
701,1474
702,102
702,311
702,663
702,751
702,804
704,56
704,717
704,946
704,1355
705,98
705,498
705,561
706,91
706,664
706,1056
707,36
707,154
707,155
707,162
707,178
707,184
707,185
707,243
707,249
707,255
707,257
707,269
707,430
707,442
707,445
707,449
707,450
707,503
707,505
707,506
707,511
707,519
707,533
707,534
707,585
707,617
707,618
707,665
707,709
707,717
707,725
707,727
707,729
707,761
707,769
707,772
707,789
707,807
707,808
707,839
707,904
707,936
707,948
707,1001
707,1020
707,1036
707,1048
707,1051
707,1056
707,1059
707,1066
707,1070
707,1098
707,1146
707,1151
707,1154
707,1209
707,1213
707,1324
707,1343
707,1407
707,1459
707,1461
707,1553
708,61
708,77
708,145
708,210
708,243
708,259
708,329
708,336
708,337
708,366
708,369
708,422
708,439
708,461
708,542
708,577
708,665
708,684
708,762
708,899
708,928
708,944
708,991
708,1168
708,1192
708,1228
708,1234
708,1262
708,1282
708,1343
708,1435
708,1555
709,1155
709,1435
710,439
710,501
710,506
710,546
710,665
710,671
710,687
710,717
710,725
710,727
710,807
710,808
710,827
710,885
710,958
710,969
710,1020
710,1059
710,1213
710,1288
710,1394
710,1461
711,91
711,664
711,1310
712,285
712,511
712,717
712,769
712,772
712,854
712,1056
712,1459
713,1112
714,84
714,145
714,151
714,243
714,264
714,285
714,310
714,336
714,337
714,348
714,366
714,369
714,409
714,439
714,454
714,461
714,522
714,546
714,599
714,665
714,683
714,684
714,689
714,717
714,762
714,854
714,861
714,934
714,1020
714,1035
714,1195
714,1262
714,1310
714,1402
714,1519
716,304
716,372
716,718
716,770
716,920
716,999
716,1059
717,98
717,243
717,461
717,498
717,561
717,1262
717,1459
717,1474
718,98
718,561
719,395
719,1039
719,1311
719,1315
720,243
720,249
720,346
721,511
721,769
721,772
722,646
722,920
722,1059
723,178
723,505
723,506
723,534
723,611
723,665
723,807
723,808
723,920
723,1066
723,1461
723,1530
724,77
724,98
724,243
724,249
724,285
724,337
724,339
724,461
724,561
724,807
724,854
724,934
724,939
724,1288
724,1291
725,2
725,259
725,330
725,336
725,348
725,439
725,546
725,577
725,1167
725,1389
726,342
726,454
726,498
726,527
726,577
726,762
726,1014
728,0
728,36
728,38
728,155
728,162
728,178
728,184
728,185
728,269
728,442
728,445
728,449
728,503
728,505
728,506
728,519
728,534
728,585
728,588
728,617
728,618
728,709
728,761
728,789
728,807
728,839
728,948
728,992
728,1001
728,1025
728,1048
728,1051
728,1098
728,1209
728,1213
728,1288
728,1407
728,1459
728,1474
729,178
729,807
729,1288
730,280
730,744
730,1407
731,765
731,1307
731,1475
731,1549
732,311
732,354
733,39
733,59
733,143
733,211
733,329
733,337
733,345
733,480
733,508
733,566
733,644
733,818
733,834
733,852
733,869
733,954
733,1039
733,1055
733,1133
733,1176
733,1258
733,1378
733,1475
733,1479
733,1496
733,1526
734,47
734,60
734,154
734,155
734,178
734,445
734,473
734,485
734,503
734,560
734,617
734,618
734,789
734,807
734,893
734,920
734,926
734,936
734,1001
734,1020
734,1051
734,1070
734,1091
734,1119
734,1452
734,1461
734,1466
734,1474
734,1553
735,439
735,498
735,527
736,506
737,269
737,311
737,1098
738,303
738,646
738,665
738,1037
740,38
740,155
740,184
740,442
740,445
740,449
740,519
740,585
740,709
740,1001
740,1048
741,506
742,860
742,1172
743,729
743,761
743,1001
743,1209
743,1266
743,1530
744,285
744,461
744,522
744,599
744,1035
744,1101
744,1195
746,311
746,354
746,1459
747,29
747,58
747,577
747,725
747,739
747,920
747,1131
747,1301
747,1429
747,1438
747,1553
748,81
748,84
748,504
748,709
748,870
748,948
748,1099
748,1202
748,1219
748,1385
748,1404
748,1456
749,244
749,259
749,351
749,366
749,439
749,511
749,577
749,665
749,717
749,762
749,769
749,783
749,807
749,808
749,1020
749,1051
749,1056
749,1059
749,1066
749,1070
749,1119
749,1288
749,1394
749,1459
749,1461
749,1474
750,505
750,519
750,807
750,808
750,936
750,1020
750,1059
751,630
751,647
751,692
751,722
751,865
751,954
751,1051
751,1070
751,1128
751,1192
752,993
752,1372
753,36
753,38
753,56
753,185
753,232
753,421
753,498
753,519
753,681
753,761
753,839
753,860
753,936
753,984
753,1000
753,1001
753,1048
753,1051
753,1070
753,1091
753,1172
753,1209
753,1213
753,1452
753,1553
754,132
754,145
754,162
754,445
754,461
754,498
754,635
754,665
754,684
754,717
754,807
754,819
754,859
754,1020
754,1051
754,1059
754,1066
754,1070
754,1091
754,1119
754,1262
754,1288
754,1459
754,1461
754,1474
755,154
755,155
755,269
755,445
755,503
755,506
755,617
755,618
755,709
755,789
755,936
755,948
755,1098
755,1407
755,1459
755,1553
756,0
756,36
756,38
756,64
756,154
756,155
756,162
756,178
756,184
756,185
756,199
756,269
756,280
756,441
756,442
756,445
756,449
756,503
756,505
756,506
756,511
756,519
756,534
756,585
756,588
756,665
756,709
756,717
756,789
756,807
756,839
756,854
756,886
756,920
756,948
756,1001
756,1020
756,1025
756,1048
756,1059
756,1098
756,1151
756,1154
756,1209
756,1213
756,1288
756,1407
756,1459
756,1553
757,285
757,414
757,431
757,475
757,486
757,854
757,1086
758,269
758,617
758,1098
759,1195
760,243
760,285
760,294
760,461
760,522
760,546
760,854
760,1080
760,1389
761,154
761,269
761,617
761,618
761,1098
762,311
762,354
763,506
763,808
763,1020
763,1066
763,1461
764,259
764,1425
765,117
765,197
765,546
765,854
765,920
765,1236
765,1503
765,1530
767,1402
767,1549
768,217
768,285
768,522
769,185
769,421
769,936
769,1020
769,1066
769,1452
769,1530
769,1542
769,1553
770,1346
771,285
771,522
772,6
772,11
772,201
772,243
772,253
772,265
772,436
772,440
772,458
772,607
772,671
772,709
772,808
772,823
772,827
772,840
772,871
772,874
772,903
772,904
772,912
772,958
772,965
772,992
772,1042
772,1066
772,1214
772,1254
772,1312
772,1436
772,1438
772,1523
773,38
773,91
773,155
773,182
773,214
773,243
773,319
773,414
773,504
773,948
773,1001
773,1079
774,199
774,725
774,886
774,1154
776,155
776,162
776,178
776,445
776,506
776,534
776,665
776,808
776,1048
776,1051
776,1119
776,1474
777,329
777,337
777,507
777,577
777,643
777,779
777,780
777,975
777,1110
777,1372
777,1430
777,1516
778,236
778,378
778,472
778,501
778,511
778,652
778,665
778,687
778,717
778,769
778,772
778,807
778,808
778,1020
778,1066
778,1110
778,1153
778,1157
778,1213
778,1288
778,1407
778,1429
778,1459
778,1461
778,1553
779,155
779,212
779,244
779,313
779,319
779,351
779,354
779,392
779,412
779,504
779,522
779,531
779,585
779,709
779,785
779,789
779,1020
779,1059
779,1202
779,1213
779,1385
779,1534
780,185
780,442
780,449
781,27
781,35
781,122
781,154
781,212
781,244
781,262
781,286
781,311
781,313
781,319
781,329
781,335
781,336
781,392
781,439
781,454
781,504
781,522
781,560
781,577
781,643
781,665
781,708
781,717
781,808
781,901
781,1001
781,1051
781,1101
781,1132
781,1332
781,1344
781,1372
781,1384
781,1517
782,308
782,461
782,565
782,649
782,686
782,1027
782,1257
782,1259
783,155
783,243
783,461
784,43
784,199
784,725
784,727
784,885
784,886
784,966
784,1020
784,1154
784,1197
784,1512
785,155
785,200
785,456
785,495
785,725
785,1342
785,1429
785,1444
785,1471
786,1109
786,1148
786,1343
787,81
787,297
787,451
787,504
787,560
787,568
787,570
787,709
787,807
787,808
787,870
787,917
787,920
787,961
787,1018
787,1080
787,1099
787,1187
787,1202
787,1219
787,1279
787,1288
787,1404
787,1461
787,1530
788,57
788,64
788,142
788,269
788,310
788,313
788,319
788,336
788,439
788,454
788,527
788,530
788,531
788,577
788,665
788,762
788,808
788,819
788,842
788,911
788,969
788,1008
788,1123
788,1177
788,1192
788,1344
788,1372
789,665
789,920
789,988
789,1059
789,1554
790,155
790,505
790,839
791,98
791,561
791,1310
791,1473
792,807
792,808
792,1020
792,1213
792,1310
792,1461
792,1510
793,95
793,145
793,243
793,461
793,684
793,1262
793,1278
796,761
796,1209
796,1459
797,67
797,808
797,1020
797,1066
797,1530
798,178
798,503
798,617
798,740
798,816
798,1541
799,91
799,1461
800,98
800,561
800,863
801,210
801,259
801,461
801,665
801,1070
802,156
802,243
802,259
802,311
802,337
802,348
802,354
802,439
802,530
802,577
802,585
802,618
802,665
802,762
802,807
802,808
802,854
802,1051
802,1070
802,1091
802,1119
802,1288
802,1310
802,1365
802,1474
803,35
803,122
803,286
803,439
803,577
803,643
803,901
803,920
803,1008
803,1051
803,1059
803,1066
803,1070
803,1091
803,1101
803,1132
803,1332
803,1344
803,1384
803,1517
804,26
804,485
804,506
804,1494
805,439
805,819
806,81
806,297
806,451
806,665
806,870
806,917
806,961
806,1059
806,1080
806,1187
806,1219
806,1279
806,1404
807,325
808,468
808,1027
808,1453
809,77
809,461
810,38
810,155
810,184
810,185
810,269
810,445
810,506
810,519
810,534
810,585
810,789
810,948
810,1001
810,1048
810,1098
810,1407
811,474
811,663
811,804
811,807
811,1288
811,1459
812,36
812,155
812,185
812,269
812,406
812,445
812,503
812,505
812,506
812,519
812,534
812,585
812,611
812,617
812,709
812,717
812,761
812,769
812,789
812,839
812,936
812,948
812,1001
812,1048
812,1056
812,1059
812,1209
812,1213
812,1459
812,1461
812,1553
813,6
813,253
813,265
813,440
813,607
813,665
813,671
813,823
813,827
813,840
813,871
813,874
813,958
813,965
813,1020
813,1066
813,1214
813,1254
813,1436
814,621
814,717
814,956
814,1118
814,1219
814,1510
814,1511
814,1518
814,1519
815,91
815,127
815,464
815,665
815,666
817,0
817,60
817,154
817,185
817,269
817,285
817,442
817,445
817,449
817,472
817,473
817,511
817,519
817,575
817,588
817,617
817,618
817,709
817,764
817,769
817,772
817,789
817,808
817,1098
817,1152
817,1409
817,1429
817,1504
817,1514
817,1515
817,1523
817,1553
818,1394
819,185
819,665
819,729
819,761
819,1020
819,1209
819,1459
820,397
820,801
820,1034
820,1056
821,188
821,274
821,311
821,361
821,617
821,687
821,1098
822,43
822,178
822,224
822,367
822,555
822,709
822,725
822,727
822,803
822,808
822,878
822,885
822,886
822,981
822,1051
822,1056
822,1059
822,1066
822,1154
822,1459
823,154
823,269
823,617
823,618
823,1098
823,1407
823,1459
824,0
824,36
824,38
824,154
824,155
824,178
824,184
824,185
824,269
824,406
824,442
824,445
824,449
824,503
824,505
824,506
824,519
824,534
824,585
824,588
824,617
824,618
824,709
824,761
824,789
824,839
824,948
824,1001
824,1025
824,1048
824,1098
824,1209
824,1288
824,1343
824,1407
824,1553
825,406
825,482
825,1056
825,1059
825,1459
826,456
826,504
826,845
826,1066
827,131
827,210
827,262
827,309
827,319
827,351
827,439
827,531
827,577
827,632
827,665
827,753
827,762
827,772
827,819
827,830
827,843
827,876
827,971
827,988
827,1008
827,1038
827,1159
827,1192
827,1288
827,1394
827,1413
827,1460
827,1469
827,1549
828,23
828,130
828,155
828,184
828,455
828,474
828,496
828,503
828,505
828,534
828,585
828,663
828,665
828,717
828,751
828,804
828,807
828,808
828,920
828,936
828,1056
828,1059
828,1259
828,1288
828,1312
828,1342
828,1343
828,1444
828,1459
828,1461
828,1530
829,527
829,1014
830,20
830,133
830,155
830,269
830,406
830,445
830,482
830,519
830,680
830,709
830,789
830,1001
830,1070
830,1191
830,1343
830,1459
831,185
831,243
831,244
831,249
831,259
831,351
831,366
831,439
831,511
831,577
831,665
831,762
831,769
831,772
831,783
831,936
831,1001
831,1056
831,1070
831,1288
832,54
832,57
832,468
832,1059
832,1459
832,1502
832,1528
832,1543
832,1547
833,67
833,1549
834,6
834,201
834,243
834,253
834,265
834,436
834,440
834,458
834,607
834,671
834,808
834,823
834,827
834,840
834,871
834,874
834,903
834,904
834,958
834,965
834,992
834,1042
834,1066
834,1214
834,1254
834,1312
834,1436
834,1438
834,1523
834,1530
835,11
835,612
835,657
835,814
835,989
835,992
835,1030
835,1201
835,1357
835,1483
836,36
836,38
836,212
836,313
836,319
836,386
836,495
836,519
836,561
836,612
836,839
836,1001
837,155
837,503
837,505
837,534
837,585
837,948
837,1059
837,1452
838,91
838,218
838,305
838,366
838,413
838,439
838,464
838,522
838,560
838,570
838,577
838,808
838,819
838,920
838,1008
838,1066
838,1149
838,1288
838,1394
838,1402
838,1530
838,1549
839,0
839,36
839,38
839,154
839,155
839,178
839,184
839,185
839,269
839,406
839,442
839,445
839,449
839,505
839,506
839,519
839,534
839,585
839,617
839,618
839,665
839,709
839,761
839,789
839,839
839,936
839,948
839,1001
839,1025
839,1048
839,1098
839,1209
839,1213
839,1288
839,1553
840,956
840,1118
840,1510
840,1511
841,97
841,102
841,130
841,143
841,261
841,334
841,474
841,496
841,504
841,663
841,717
841,751
841,777
841,804
841,807
841,981
841,1020
841,1056
841,1149
841,1394
841,1440
842,66
842,178
842,210
842,259
842,366
842,451
842,665
842,819
842,883
842,884
842,1056
842,1234
842,1262
842,1421
842,1476
842,1555
843,5
843,91
843,143
843,258
843,330
843,332
843,340
843,412
843,413
843,492
843,664
843,665
843,689
843,717
843,762
843,769
843,807
843,819
843,829
843,920
843,1008
843,1020
843,1051
843,1056
843,1059
843,1070
843,1091
843,1149
843,1288
843,1402
843,1407
843,1427
843,1459
843,1461
843,1530
844,761
844,1209
845,53
845,66
845,130
845,178
845,199
845,200
845,658
845,663
845,725
845,804
845,878
845,886
845,891
845,1154
845,1406
846,155
846,178
846,269
846,534
846,585
846,761
846,839
846,936
846,948
846,1048
846,1059
846,1209
846,1452
846,1553
847,498
847,535
847,1051
847,1070
847,1266
848,91
848,664
848,807
849,154
849,155
849,162
849,184
849,243
849,269
849,445
849,503
849,506
849,519
849,534
849,585
849,617
849,618
849,709
849,789
849,839
849,936
849,948
849,1001
849,1070
849,1098
849,1151
849,1213
849,1343
849,1407
849,1459
849,1517
849,1553
850,397
850,801
850,1034
850,1056
851,1020
852,246
852,259
852,538
852,683
852,717
852,1461
853,61
853,336
853,337
853,369
853,422
853,461
853,577
853,1066
853,1168
853,1282
853,1435
854,1489
855,131
855,145
855,210
855,212
855,263
855,309
855,351
855,439
855,577
855,665
855,753
855,762
855,830
855,843
855,876
855,971
855,988
855,1008
855,1038
855,1056
855,1159
855,1192
855,1288
855,1394
855,1413
855,1460
855,1469
856,285
856,333
856,522
856,934
856,1219
856,1303
856,1346
857,1283
857,1399
857,1530
857,1549
858,421
858,1452
859,21
859,42
859,46
859,62
859,93
859,94
859,142
859,175
859,177
859,184
859,185
859,187
859,194
859,213
859,295
859,301
859,313
859,319
859,327
859,337
859,342
859,348
859,376
859,379
859,392
859,396
859,405
859,407
859,415
859,418
859,431
859,439
859,445
859,478
859,484
859,490
859,491
859,500
859,509
859,525
859,533
859,559
859,577
859,579
859,614
859,627
859,665
859,670
859,672
859,693
859,706
859,709
859,717
859,723
859,775
859,789
859,792
859,800
859,807
859,808
859,831
859,838
859,841
859,846
859,847
859,854
859,862
859,866
859,922
859,947
859,951
859,952
859,962
859,969
859,976
859,1002
859,1020
859,1025
859,1028
859,1047
859,1048
859,1056
859,1059
859,1068
859,1072
859,1077
859,1083
859,1125
859,1146
859,1156
859,1158
859,1178
859,1182
859,1185
859,1186
859,1190
859,1202
859,1215
859,1225
859,1245
859,1247
859,1248
859,1260
859,1263
859,1288
859,1295
859,1299
859,1304
859,1318
859,1322
859,1324
859,1325
859,1330
859,1374
859,1385
859,1420
859,1439
859,1443
859,1459
859,1461
859,1462
859,1482
859,1490
859,1491
859,1501
859,1520
859,1525
859,1551
859,1552
860,113
860,127
860,565
860,649
860,737
860,762
860,1123
860,1173
860,1257
861,145
861,461
861,710
861,1070
861,1262
862,145
862,163
862,243
862,285
862,337
862,366
862,461
862,522
862,684
862,1262
862,1461
863,127
863,643
863,975
863,1516
863,1517
865,285
865,414
865,522
865,666
865,779
865,934
866,640
866,920
867,992
868,505
868,936
868,986
868,1553
869,154
869,269
869,617
869,618
869,1098
870,91
870,305
870,819
870,920
871,25
871,32
871,37
871,93
871,112
871,123
871,126
871,128
871,142
871,153
871,159
871,175
871,176
871,177
871,194
871,196
871,212
871,219
871,221
871,225
871,295
871,301
871,303
871,312
871,313
871,316
871,319
871,320
871,342
871,363
871,376
871,377
871,388
871,396
871,405
871,407
871,415
871,418
871,469
871,484
871,490
871,500
871,509
871,512
871,531
871,577
871,614
871,627
871,637
871,670
871,672
871,694
871,767
871,792
871,800
871,826
871,831
871,838
871,846
871,847
871,859
871,862
871,866
871,868
871,887
871,889
871,895
871,897
871,920
871,921
871,932
871,935
871,942
871,947
871,951
871,957
871,976
871,982
871,1002
871,1008
871,1068
871,1072
871,1076
871,1077
871,1083
871,1097
871,1121
871,1125
871,1140
871,1158
871,1174
871,1178
871,1185
871,1186
871,1190
871,1215
871,1217
871,1225
871,1233
871,1239
871,1245
871,1247
871,1248
871,1260
871,1274
871,1322
871,1323
871,1324
871,1325
871,1327
871,1385
871,1411
871,1414
871,1415
871,1439
871,1443
871,1449
871,1467
871,1486
871,1488
871,1490
871,1491
871,1501
871,1513
871,1520
871,1525
871,1551
872,936
872,1213
872,1553
873,311
873,354
874,534
875,1553
876,336
876,1056
876,1066
876,1283
876,1399
876,1530
878,98
878,136
878,145
878,243
878,336
878,339
878,366
878,439
878,461
878,520
878,561
878,577
878,715
